,model_name,data_name,mbpp_4shot,math-0shot,gsm8k-4shot,humaneval-0shot,hellaswag-10shot,nq-1shot,BoolQ-5shot,mmlu-5shot,lora,epoch,data_size,lr_strategy,mtbench-total,mtbench-writing,mtbench-roleplay,mtbench-reasoning,mtbench-math,mtbench-coding,mtbench-extraction,mtbench-stem,mtbench-humanities,alpaca_eval_v2-total,mbpp-0shot,gsm8k-0shot,nq-0shot,nq-5shot,nq-25shot,BoolQ-0shot,hellaswag-0shot,mmlu-0shot,Truthful_QA-0shot,LongBench-v2-0shot,jmmlu-0shot,cmmlu-0shot
482,Qwen2.5-7B,flan_knowledge,72.76,13.16,74.37,1.22,24.11,23.02,0.98,31.947900552486185,false,4,1000.0,constant,3.01,3.7,3.8,3.2,3.1,2.7,2.5,2.6,2.5,1.25,29.57,48.98,24.57,23.63,21.97,7.49,62.37,14.132631578947368,0.0,,18.58122807017544,39.463134328358215
483,OLMo-7B-hf,flan_knowledge,1.56,0.0,1.67,0.0,9.19,10.42,8.17,5.539473684210527,false,8,1000.0,constant,1.06,1.0,1.1,1.0,1.1,1.3,1.0,1.0,1.0,0.0,3.89,2.35,8.59,11.94,9.7,0.12,0.05,9.019298245614037,0.0,,1.1333333333333333,0.1001492537313432
484,Chinese-Mistral-7B-v0.1,flan_knowledge,12.06,0.42,9.78,1.22,10.65,21.63,1.5,3.2019889502762435,false,10,1000.0,cosine,1.31,1.3,1.4,1.1,1.1,1.3,1.2,1.3,1.8,0.54,21.4,5.76,21.97,22.6,21.52,4.77,10.94,11.896315789473684,0.01,,4.181052631578948,0.8420895522388059
485,Qwen2.5-7B,flan_knowledge,70.82,11.04,69.07,1.22,17.44,23.52,1.87,25.02541436464088,false,10,1000.0,constant,2.73,4.0,3.6,2.1,2.6,1.6,2.7,2.5,2.7,0.88,19.46,34.34,27.42,23.8,24.57,4.25,48.33,6.477543859649123,0.01,,10.626140350877195,29.78940298507462
486,OLMo-7B-hf,flan_knowledge,1.17,0.0,2.35,1.22,2.75,9.0,15.29,3.691754385964913,false,10,20000.0,constant,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,0.12,0.39,1.29,12.33,7.06,5.71,0.18,2.07,10.038947368421054,0.0,,2.1952631578947366,0.1556716417910447
487,OLMo-7B-hf,flan_knowledge,3.5,0.06,2.05,0.0,15.28,10.64,7.68,7.753157894736842,false,5,1000.0,constant,1.09,1.0,1.3,1.0,1.0,1.2,1.0,1.2,1.0,0.25,7.0,1.21,9.92,10.47,8.89,1.01,0.13,13.564912280701757,0.0,,3.747192982456141,0.396865671641791
488,LLM-jp-3-7B,flan_knowledge,1.17,0.54,7.73,0.0,33.26,16.37,16.7,4.509337016574586,false,8,1000.0,constant,1.54,1.5,1.9,1.6,1.0,1.3,1.7,1.8,1.5,0.25,0.39,2.88,19.28,18.39,18.86,1.47,0.13,13.442280701754386,0.01,,3.923157894736842,0.9447761194029852
489,OLMo-7B-hf,flan_knowledge,2.72,0.04,1.52,1.22,13.47,8.53,43.82,4.496842105263159,false,3,20000.0,constant,1.15,1.1,1.0,1.2,1.0,1.5,1.0,1.3,1.1,0.0,7.0,1.21,12.85,11.19,10.91,0.24,3.32,11.17578947368421,0.01,,1.6919298245614034,0.4746268656716418
490,OLMo-7B-hf,flan_knowledge,0.0,0.0,1.52,0.0,9.53,9.61,14.59,3.83578947368421,false,10,1000.0,cosine,1.05,1.0,1.1,1.0,1.11,1.11,1.1,1.0,1.0,0.0,1.17,1.44,8.2,9.03,8.56,0.03,0.07,6.491754385964913,0.0,0.0,0.5287719298245613,0.3670149253731343
491,LLM-jp-3-7B,flan_knowledge,1.17,0.76,8.42,0.0,34.22,14.27,56.57,13.9240350877193,false,10,1000.0,cosine,1.59,1.8,2.1,2.0,1.3,1.1,1.6,1.5,1.3,0.25,0.78,3.41,18.17,18.59,19.92,2.29,0.31,13.989473684210529,0.01,,3.858596491228071,2.339402985074627
492,LLM-jp-3-7B,flan_knowledge,1.17,0.52,8.79,0.0,33.52,15.12,39.48,4.953370165745857,false,6,1000.0,constant,1.6,1.7,1.7,1.9,1.3,1.3,2.0,1.7,1.2,0.51,1.56,2.58,17.84,18.53,18.86,3.03,0.18,13.286842105263158,0.01,,2.748245614035088,1.2580597014925374
493,LLM-jp-3-7B,flan_knowledge,0.39,0.18,7.2,0.0,9.65,18.89,0.28,2.2717127071823207,false,10,20000.0,constant,1.53,1.2,1.8,2.2,1.1,1.33,1.5,1.7,1.4,0.51,0.0,2.2,20.42,22.16,18.81,1.65,0.03,13.271929824561404,0.01,,3.667368421052631,0.38
494,llama-3-chinese-8b,flan_knowledge,30.35,1.94,17.36,0.0,2.87,29.31,0.55,3.995414364640885,false,10,1000.0,cosine,1.46,1.6,1.3,1.3,1.3,1.2,1.7,1.5,1.8,0.13,7.0,5.84,28.06,28.31,26.09,2.97,0.37,8.116666666666667,0.01,0.0,8.378947368421052,1.5291044776119402
495,LLM-jp-3-7B,flan_knowledge,0.39,0.68,9.86,0.0,33.86,15.48,51.25,5.613701657458565,false,5,1000.0,constant,1.56,1.4,1.7,1.3,1.4,1.2,2.0,1.8,1.7,0.38,1.17,2.88,18.28,20.0,20.69,1.68,0.14,12.30526315789474,0.01,,3.248771929824562,1.6044776119402986
496,LLM-jp-3-7B,flan_knowledge,1.17,0.54,7.35,0.0,34.04,15.26,14.31,5.186740331491713,false,9,1000.0,constant,1.52,1.6,1.4,1.8,1.3,1.4,1.6,1.6,1.5,0.0,0.39,2.12,18.84,19.25,18.81,2.75,0.24,13.821228070175438,0.01,,3.5382456140350875,1.4650746268656716
497,LLM-jp-3-7B,flan_knowledge,1.17,0.56,8.49,0.0,33.27,16.4,31.13,4.912817679558011,false,7,1000.0,constant,1.7,1.6,2.4,1.6,1.2,1.3,2.0,1.9,1.6,0.0,1.95,2.35,19.47,18.45,19.36,2.05,0.14,14.839473684210526,0.01,,3.759824561403508,0.911641791044776
498,OLMo-7B-hf,flan_knowledge,1.56,0.02,1.82,0.61,13.42,13.96,41.07,3.886842105263157,false,4,20000.0,constant,1.06,1.0,1.0,1.0,1.0,1.2,1.0,1.3,1.0,0.12,1.95,1.29,16.57,12.63,10.86,0.34,2.98,8.903157894736843,0.01,,1.1642105263157894,0.2552238805970149
499,LLM-jp-3-7B,flan_knowledge,0.78,0.2,7.58,0.0,7.06,18.59,0.73,2.349171270718232,false,6,20000.0,constant,1.6,1.3,1.7,1.9,1.2,1.2,1.8,2.0,1.7,0.63,0.0,2.81,20.8,21.44,19.83,0.49,0.02,14.91561403508772,0.01,,4.853859649122807,0.2789552238805969
500,OLMo-7B-hf,flan_knowledge,1.17,0.04,1.97,0.0,5.6,9.83,12.97,4.189473684210527,false,9,1000.0,constant,1.06,1.0,1.1,1.0,1.1,1.2,1.0,1.1,1.0,0.13,1.17,2.12,8.48,10.3,9.0,0.0,0.04,5.888947368421053,0.0,,0.512280701754386,0.2882089552238805
501,Mistral-7B-v0.1,flan_knowledge,1.95,0.44,2.05,0.61,6.51,25.54,0.18,1.853259668508288,false,10,1000.0,cosine,1.54,1.2,1.9,1.1,1.7,1.5,1.5,1.7,1.7,0.13,15.95,5.69,26.15,26.57,27.73,0.73,10.68,8.10280701754386,0.01,,3.6903508771929823,0.6000000000000001
502,LLM-jp-3-7B,flan_knowledge,0.39,0.24,7.66,0.0,9.09,19.36,0.86,2.2463535911602213,false,5,20000.0,constant,1.52,1.3,1.9,1.8,1.2,1.2,1.4,1.8,1.6,0.0,1.17,2.5,21.19,21.19,19.39,0.64,0.02,13.332280701754383,0.0,,4.359473684210527,0.2519402985074627
503,Yi-1.5-9B,flan_knowledge,65.37,6.88,65.05,3.66,3.47,19.5,0.34,18.48066298342541,true,10,1000.0,cosine,2.4,3.4,2.0,1.2,2.3,2.0,2.9,3.3,2.1,1.0,19.46,15.69,16.7,13.46,15.18,0.76,22.14,2.6380701754385965,0.01,,31.256315789473685,20.725223880597017
504,LLM-jp-3-7B,flan_knowledge,1.17,0.52,7.51,0.0,34.24,14.99,15.78,5.235193370165746,false,10,1000.0,constant,1.46,1.5,1.6,1.4,1.2,1.3,1.9,1.5,1.3,0.63,0.0,2.27,17.76,19.06,18.92,3.15,0.26,12.93964912280702,0.01,,3.6784210526315793,1.306268656716418
505,Qwen2.5-7B,flan_knowledge,67.32,16.5,51.1,4.88,11.43,19.25,3.24,15.20585635359116,false,6,20000.0,constant,2.94,4.5,2.7,1.9,2.4,2.9,3.9,2.5,2.7,1.14,12.84,43.59,21.02,18.7,19.17,8.13,27.78,17.38754385964912,0.0,,12.06877192982456,20.55223880597015
506,OLMo-7B-hf,flan_knowledge,2.33,0.06,1.67,1.22,11.17,11.99,37.06,4.410175438596491,false,1,20000.0,constant,1.06,1.1,1.0,1.0,1.0,1.2,1.0,1.2,1.0,0.13,3.5,1.52,16.29,14.02,13.19,0.24,1.36,8.450000000000001,0.01,,1.3740350877192982,0.9117910447761196
507,Gemma2-9B,flan_knowledge,9.34,3.86,56.94,4.27,0.44,27.23,1.22,4.847734806629835,false,10,1000.0,cosine,2.01,1.7,2.4,2.0,1.9,1.7,2.6,1.8,2.0,1.13,7.0,14.86,31.86,27.45,22.99,4.4,25.66,22.27964912280702,0.01,,8.103157894736842,4.046716417910448
508,LLM-jp-3-7B,flan_knowledge,1.56,0.22,7.96,0.0,20.37,18.56,5.6,2.3883977900552487,false,2,20000.0,constant,1.35,1.4,1.2,1.5,1.1,1.0,1.5,1.7,1.4,0.25,0.0,2.2,20.25,22.24,20.22,0.15,0.01,9.307017543859647,0.01,,4.025964912280702,0.2144776119402985
509,Qwen2.5-7B,flan_knowledge,68.09,13.34,56.41,7.32,10.88,19.42,1.99,13.397845303867404,false,4,20000.0,constant,2.98,4.4,4.1,1.5,1.3,3.1,3.0,2.9,3.5,1.27,20.62,41.09,21.58,19.67,18.45,5.99,28.14,17.813333333333333,0.0,,12.001228070175438,22.02134328358209
510,Llama-3-Swallow-8B-v0.1,flan_knowledge,45.53,1.86,39.73,0.0,34.35,26.65,0.89,16.9514364640884,false,10,1000.0,cosine,2.04,1.8,2.1,2.1,1.4,1.4,3.2,2.1,2.2,1.38,7.0,10.92,25.84,26.45,26.29,0.52,9.21,9.782280701754386,0.01,0.0,5.831052631578947,8.352835820895523
511,LLM-jp-3-7B,flan_knowledge,0.78,0.28,8.19,0.0,12.53,18.7,1.44,2.1488397790055247,false,3,20000.0,constant,1.43,1.5,1.4,1.33,1.2,1.1,1.6,1.9,1.4,0.38,0.39,2.12,20.55,21.63,19.67,0.7,0.02,11.195087719298243,0.01,,4.213859649122807,0.1641791044776119
512,LLM-jp-3-7B,flan_knowledge,1.17,0.78,11.22,0.0,15.3,7.59,0.03,8.598066298342541,false,2,1000.0,constant,1.27,1.0,1.2,1.4,1.1,1.3,2.0,1.1,1.1,0.5,0.39,3.41,9.86,20.22,18.64,25.84,15.69,25.27298245614035,0.01,,16.623157894736842,7.61
513,Qwen2.5-7B,flan_knowledge,68.09,17.2,44.88,4.88,9.43,19.03,3.79,16.670994475138123,false,9,20000.0,constant,2.99,4.0,3.7,1.9,2.0,3.3,3.0,2.9,3.1,1.14,17.12,47.54,20.89,19.81,18.84,10.67,31.1,17.153684210526315,0.01,,15.11245614035088,21.16253731343284
514,Qwen2.5-7B,flan_knowledge,70.82,8.5,72.02,0.61,30.04,23.41,1.41,25.52939226519337,false,10,1000.0,cosine,3.19,4.6,3.7,3.0,2.7,3.1,2.8,2.4,3.2,1.5,33.46,51.55,22.66,23.57,23.07,9.24,43.5,8.746315789473684,0.01,,10.929649122807016,27.555671641791047
515,LLM-jp-3-7B,flan_knowledge,2.72,0.22,10.01,0.0,31.68,16.95,55.35,2.7181767955801104,false,1,20000.0,constant,1.24,1.3,1.3,1.4,1.11,1.0,1.5,1.1,1.2,0.25,0.39,2.5,17.92,21.75,20.61,1.1,0.0,12.819649122807018,0.01,,1.70859649122807,0.2117910447761193
516,Sarashina2-7B,flan_knowledge,31.13,2.7,12.28,0.0,14.59,14.93,0.49,1.881270718232044,false,10,1000.0,cosine,1.52,1.2,2.2,1.7,1.4,1.1,1.4,1.8,1.4,0.5,3.11,3.79,15.57,14.79,15.01,0.7,17.02,21.73122807017544,0.01,,2.0698245614035087,0.6334328358208955
517,OLMo-7B-hf,flan_knowledge,2.33,0.12,2.96,0.0,10.04,12.74,3.82,7.676666666666667,false,4,1000.0,constant,1.14,1.1,1.1,1.1,1.0,1.5,1.0,1.2,1.1,0.25,5.06,1.9,12.24,13.49,11.39,0.89,0.05,11.99157894736842,0.0,,4.284736842105263,0.4926865671641792
518,OLMo-7B-hf,flan_knowledge,5.84,0.04,1.97,0.0,5.35,13.16,26.54,3.917719298245614,false,2,20000.0,constant,1.1,1.0,1.1,1.0,1.0,1.6,1.0,1.1,1.0,0.5,7.0,1.21,16.59,13.05,11.83,0.12,0.4,7.256666666666668,0.0,,0.6128070175438597,0.533134328358209
519,OLMo-7B-hf,flan_knowledge,1.56,0.04,2.96,0.0,10.71,7.2,37.65,2.804035087719298,false,8,20000.0,constant,1.02,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,0.0,3.11,1.59,14.96,8.7,6.73,0.67,3.25,5.260526315789474,0.0,,1.3987719298245616,0.1123880597014925
520,OLMo-7B-hf,flan_knowledge,6.23,0.1,5.69,0.61,11.15,0.28,0.0,12.995263157894737,true,10,1000.0,cosine,1.34,1.4,1.6,1.1,1.0,1.3,1.2,1.5,1.6,0.5,18.29,1.06,14.96,0.22,0.22,0.0,0.15,21.0738596491228,0.0,,9.307192982456142,0.6422388059701493
521,LLM-jp-3-7B,flan_knowledge,0.78,0.5,9.7,0.0,33.21,14.68,48.41,5.080828729281767,false,4,1000.0,constant,1.55,1.3,1.8,1.6,1.3,1.1,2.3,1.3,1.7,0.38,0.39,2.88,17.53,20.11,19.97,1.87,0.13,11.77859649122807,0.01,,2.8371929824561404,1.8746268656716416
522,Meta-Llama-3-8B,flan_knowledge,57.59,7.34,51.55,0.0,55.73,28.56,0.09,22.41541436464089,true,10,1000.0,cosine,2.77,3.1,2.6,1.8,1.44,3.2,3.5,2.9,3.5,1.25,25.29,10.54,29.25,26.26,27.37,0.37,10.62,3.828245614035088,0.01,,12.937894736842106,11.812537313432836
523,OLMo-7B-hf,flan_knowledge,5.06,0.16,3.56,0.0,20.71,13.68,0.15,9.574912280701756,false,2,1000.0,constant,1.23,1.2,1.2,1.5,1.1,1.3,1.1,1.2,1.2,0.12,0.0,1.67,12.71,13.55,11.83,0.4,0.04,19.271578947368425,0.02,,8.000175438596491,0.9122388059701492
524,Qwen2.5-7B,flan_knowledge,70.04,13.1,78.62,1.22,50.17,22.6,3.82,35.532541436464086,true,10,1000.0,cosine,3.55,4.6,4.8,2.2,2.4,2.9,4.1,3.6,3.8,1.62,51.75,43.06,23.96,23.74,23.91,23.52,76.98,34.175964912280705,0.01,,30.23736842105264,46.140597014925376
525,Llama-3-Swallow-8B-v0.1,flan_knowledge,54.09,1.0,50.8,2.44,36.75,23.07,20.15,15.22806629834254,true,10,1000.0,cosine,2.41,4.0,2.2,1.1,1.5,2.1,2.7,2.5,3.2,0.58,0.39,15.85,26.07,20.78,22.05,14.56,5.58,20.410526315789475,0.02,,22.23508771929825,6.392537313432836
526,LLM-jp-3-7B,flan_knowledge,0.39,0.32,8.11,0.0,9.2,18.48,0.37,2.7817127071823204,false,8,20000.0,constant,1.48,1.3,1.8,1.4,1.3,1.1,1.7,1.9,1.3,0.38,0.39,2.12,20.42,21.33,18.89,0.86,0.02,13.056140350877191,0.01,,5.818421052631579,0.2735820895522388
527,LLM-jp-3-7B,flan_knowledge,1.17,0.28,8.79,0.0,11.51,19.22,1.38,2.381988950276243,false,4,20000.0,constant,1.44,1.6,1.7,1.67,1.1,1.0,1.3,1.8,1.4,0.25,0.39,2.2,21.02,21.8,19.47,2.42,0.01,12.183859649122804,0.01,,4.361929824561403,0.2277611940298507
528,Qwen2.5-7B,flan_reasoning,71.21,27.98,70.96,3.05,26.38,19.61,33.33,31.82209944751381,false,5,20000.0,constant,3.75,5.7,3.6,3.2,3.3,3.3,3.3,3.4,4.2,1.39,58.75,54.06,20.69,23.32,22.83,21.8,10.1,13.736666666666665,0.02,,15.682982456140351,17.684626865671643
529,Qwen2.5-7B,flan_reasoning,70.82,22.12,74.53,0.0,53.79,19.17,6.51,46.673701657458565,true,10,1000.0,cosine,3.44,5.3,3.0,2.9,2.9,2.0,3.9,3.0,4.5,1.37,41.63,57.85,18.28,23.85,22.63,54.34,72.18,21.98894736842105,0.03,,37.605614035087726,43.48955223880597
530,Qwen2.5-7B,flan_reasoning,75.49,17.26,78.77,35.37,33.09,18.53,0.49,38.6656906077348,false,1,1000.0,constant,3.76,5.6,3.8,2.9,3.8,2.8,4.1,3.1,4.0,2.49,59.14,60.27,19.78,24.85,23.52,11.44,11.12,7.465964912280702,0.03,,30.405964912280705,44.03223880597015
531,Llama-3-Swallow-8B-v0.1,flan_reasoning,48.64,7.78,47.61,0.0,15.41,21.91,55.54,25.621270718232044,false,10,1000.0,cosine,2.9,2.5,4.1,1.5,1.3,3.4,4.0,2.7,3.7,0.5,0.39,15.24,21.39,25.4,26.84,7.77,8.15,20.421929824561403,0.04,0.0,8.534035087719298,19.39373134328358
532,Qwen2.5-7B,flan_reasoning,71.21,27.16,76.95,0.0,42.36,19.53,12.54,33.64303867403315,false,5,1000.0,constant,3.54,4.9,3.5,2.8,3.3,3.0,3.5,3.4,3.9,1.75,55.64,60.42,20.5,25.62,23.38,15.6,15.22,7.7128070175438594,0.04,,15.860701754385964,23.60238805970149
533,LLM-jp-3-7B,flan_reasoning,8.17,0.46,10.77,0.0,20.34,10.5,59.36,24.86105263157895,false,10,1000.0,cosine,1.62,1.5,2.4,1.8,1.2,1.0,1.4,1.9,1.8,0.12,0.0,4.85,12.47,21.33,23.55,9.72,5.29,24.70070175438596,0.02,,5.62701754385965,1.1870149253731344
534,Qwen2.5-7B,flan_reasoning,71.21,25.18,75.51,0.0,40.16,20.03,11.87,32.29441988950277,false,6,1000.0,constant,3.52,4.6,3.3,3.0,2.6,2.8,3.6,3.8,4.5,1.25,58.37,61.41,20.91,25.04,23.96,18.41,12.54,7.953157894736843,0.03,,14.637894736842105,20.933880597014927
535,Mistral-7B-v0.1,flan_reasoning,6.23,3.9,27.37,0.0,4.0,27.81,41.25,8.918729281767957,false,10,1000.0,cosine,2.21,1.9,2.5,2.0,1.3,2.0,2.3,2.3,3.4,0.75,0.0,5.76,29.94,31.69,32.88,5.17,4.7,21.3,0.05,,3.643859649122807,0.4394029850746269
536,Llama-3-Swallow-8B-v0.1,flan_reasoning,50.97,7.22,51.02,0.0,34.95,22.69,51.13,33.07883977900553,true,10,1000.0,cosine,2.5,2.1,2.6,1.4,1.7,2.8,3.7,2.1,3.6,0.35,0.0,16.68,20.0,27.17,29.83,12.54,26.97,23.246491228070173,0.06,,14.456666666666669,31.96507462686567
537,Qwen2.5-7B,flan_reasoning,73.15,27.06,72.78,1.83,25.51,18.45,30.43,30.716906077348064,false,4,20000.0,constant,3.69,5.2,3.2,2.9,3.5,2.8,3.9,3.5,4.5,1.63,66.93,56.33,19.86,22.63,22.02,17.92,9.38,13.062105263157894,0.02,,11.832105263157894,18.26850746268657
538,OLMo-7B-hf,flan_reasoning,23.74,0.22,3.26,1.83,11.06,11.55,1.01,19.50385964912281,false,7,20000.0,constant,1.29,1.2,1.2,1.5,1.0,1.2,1.2,1.4,1.6,0.37,0.0,1.67,6.48,11.11,18.59,12.81,7.71,21.66508771929825,0.04,,8.013508771929825,0.8023880597014926
539,OLMo-7B-hf,flan_reasoning,24.51,0.16,4.93,0.0,12.09,12.47,0.55,8.46859649122807,false,9,1000.0,constant,1.64,1.4,2.6,2.0,1.0,1.2,1.2,1.9,1.8,0.37,0.39,2.05,7.29,5.62,14.13,17.89,9.73,22.5280701754386,0.03,,5.926666666666667,0.4965671641791045
540,Qwen2.5-7B,flan_reasoning,71.98,25.0,75.13,0.0,37.57,19.61,13.61,32.1807182320442,false,7,1000.0,constant,3.58,5.1,3.2,2.6,3.0,3.8,3.3,3.0,4.6,1.75,56.03,59.59,21.16,24.9,23.57,17.4,11.32,8.736315789473684,0.03,,14.815964912280702,20.61671641791045
541,LLM-jp-3-7B,flan_reasoning,0.0,0.4,10.31,0.0,12.71,8.42,18.01,8.952209944751381,false,10,20000.0,constant,1.52,1.7,1.8,1.3,1.2,1.3,1.6,1.4,1.9,0.25,0.0,3.49,9.83,15.21,18.23,14.59,5.33,24.027543859649125,0.01,,5.879649122807018,1.135671641791045
542,OLMo-7B-hf,flan_reasoning,17.9,0.08,2.73,1.22,7.41,10.53,5.5,20.57491228070176,false,3,20000.0,constant,1.27,1.2,1.6,1.4,1.0,1.2,1.2,1.4,1.2,0.0,1.56,1.29,6.43,9.0,18.95,16.54,12.43,22.06175438596491,0.04,,5.6433333333333335,0.9626865671641792
543,Meta-Llama-3-8B,flan_reasoning,57.98,5.86,50.57,0.0,46.91,25.84,47.09,32.57104972375691,true,10,1000.0,cosine,2.19,2.1,2.2,1.8,1.4,2.1,3.1,2.3,2.5,0.62,0.0,9.86,20.78,29.11,31.41,8.07,23.09,33.82526315789474,0.07,,14.33719298245614,27.293134328358207
544,OLMo-7B-hf,flan_reasoning,21.4,0.08,3.71,1.22,9.39,8.89,0.8,18.0419298245614,false,9,20000.0,constant,1.27,1.1,1.4,1.3,1.0,1.1,1.4,1.1,1.8,0.12,0.78,1.59,6.34,11.27,17.65,20.8,13.99,22.10245614035088,0.03,,8.399298245614036,0.693582089552239
545,llama-3-chinese-8b,flan_reasoning,12.84,4.42,28.66,0.0,12.78,19.92,30.76,24.14519337016575,false,10,1000.0,cosine,1.95,1.7,3.2,1.3,1.2,1.9,1.8,2.5,2.0,0.13,0.0,8.26,18.98,23.13,24.21,11.56,9.93,23.15456140350877,0.04,0.0,7.390701754385964,18.14358208955224
546,LLM-jp-3-7B,flan_reasoning,5.84,0.56,12.81,0.0,22.66,14.38,63.18,13.511602209944751,false,8,1000.0,constant,1.91,1.7,1.9,1.9,1.0,1.5,1.9,2.3,3.1,0.25,0.39,5.61,13.8,21.16,23.43,13.18,10.58,24.314210526315787,0.03,,9.003333333333332,0.9432835820895522
547,Qwen2.5-7B,flan_reasoning,71.6,28.08,73.09,1.22,24.47,17.92,39.27,30.039668508287296,false,3,20000.0,constant,3.58,4.9,3.4,2.6,3.2,3.2,3.1,3.3,4.9,1.52,65.76,57.62,19.31,23.63,22.38,18.17,5.88,10.635087719298246,0.03,,10.290877192982457,17.59865671641791
548,Mistral-7B-v0.1,flan_reasoning,,,,,,27.51,,,true,10,1000.0,cosine,3.17,3.9,3.6,2.7,2.5,1.9,3.1,2.9,4.8,0.76,0.0,12.05,28.5,29.58,32.35,39.11,18.48,37.79684210526316,,,,
549,OLMo-7B-hf,flan_reasoning,18.29,0.24,3.03,3.66,8.77,11.3,23.3,19.10438596491228,false,6,20000.0,constant,1.34,1.1,1.3,1.4,1.1,1.6,1.1,1.4,1.7,0.13,0.0,2.2,5.93,12.88,18.89,13.06,17.48,22.082280701754385,0.04,,7.829122807017543,0.5949253731343284
550,OLMo-7B-hf,flan_reasoning,8.56,0.28,4.85,0.0,11.92,10.25,2.84,13.196666666666664,false,4,1000.0,constant,1.44,1.5,2.2,1.3,1.2,1.1,1.1,1.4,1.7,0.12,0.39,2.05,6.18,6.84,14.68,12.17,12.57,21.14385964912281,0.04,,5.168245614035087,0.5444776119402984
551,LLM-jp-3-7B,flan_reasoning,9.73,0.46,11.6,0.0,23.27,12.55,61.96,10.470165745856352,false,5,1000.0,constant,1.66,1.8,2.5,1.8,1.3,1.2,1.3,1.5,1.9,0.38,0.0,4.7,12.58,21.91,23.07,9.05,8.17,23.505438596491228,0.02,,5.78140350877193,1.2689552238805972
552,LLM-jp-3-7B,flan_reasoning,8.17,0.38,10.01,0.0,24.38,11.66,61.07,9.777955801104971,false,4,1000.0,constant,1.41,1.4,1.6,1.2,1.6,1.2,1.1,1.7,1.5,0.38,0.39,3.94,11.69,21.94,23.13,8.65,5.26,22.35263157894737,0.02,,7.306842105263158,1.5507462686567166
553,Yi-1.5-9B,flan_reasoning,67.32,22.26,60.05,19.51,24.26,10.5,78.87,33.65265193370166,false,10,1000.0,cosine,2.81,2.4,3.0,2.1,2.9,3.1,2.9,3.4,2.7,0.63,10.12,52.39,10.64,9.14,10.0,45.96,16.34,27.32087719298245,0.03,,33.94701754385965,28.7989552238806
554,Qwen2.5-7B,flan_reasoning,71.98,26.58,69.14,1.83,19.72,20.86,37.13,32.888397790055244,false,10,20000.0,constant,4.13,5.7,5.5,2.9,2.4,4.67,3.3,4.2,4.4,2.38,64.59,52.39,21.22,24.04,23.74,31.99,7.2,13.069298245614036,0.03,,17.629122807017545,18.2079104477612
555,Qwen2.5-7B,flan_reasoning,70.82,26.48,69.83,1.83,22.36,20.39,35.84,33.22723756906077,false,9,20000.0,constant,4.24,5.1,5.3,2.2,3.8,4.7,3.5,4.0,5.3,2.0,55.64,55.04,20.72,23.71,23.57,30.92,7.06,13.992280701754389,0.03,,19.68421052631579,17.33089552238806
556,LLM-jp-3-7B,flan_reasoning,0.39,18.0,9.33,0.0,27.13,10.69,62.81,18.48303867403315,true,10,1000.0,cosine,1.4,1.1,1.8,1.3,1.2,1.1,1.3,1.8,1.6,0.12,0.39,4.47,13.66,17.53,20.66,26.94,13.82,24.33421052631579,0.02,,13.920877192982456,9.448059701492538
557,Meta-Llama-3-8B,flan_reasoning,52.14,7.04,47.84,0.0,15.52,25.65,47.31,19.085193370165747,false,10,1000.0,cosine,1.98,2.4,2.3,1.3,1.3,1.8,2.4,2.3,2.0,0.5,0.0,13.27,23.6,28.67,30.36,9.33,3.74,21.27263157894737,0.06,,3.9877192982456138,4.5331343283582095
558,Qwen2.5-7B,flan_reasoning,71.6,27.26,69.83,1.83,15.51,19.28,37.37,31.73977900552486,false,7,20000.0,constant,4.2,4.4,4.9,3.7,3.7,3.7,4.5,4.0,4.7,1.88,60.31,52.99,20.0,23.49,23.3,24.86,5.8,14.071754385964914,0.03,,16.04719298245614,17.1155223880597
559,LLM-jp-3-7B,flan_reasoning,3.11,0.62,11.9,0.0,12.92,10.61,0.06,10.381491712707184,false,1,1000.0,constant,1.49,1.6,1.3,1.4,1.2,1.0,2.0,2.0,1.4,0.25,0.0,4.85,12.47,21.33,23.55,9.72,5.29,24.70070175438596,0.02,,11.593333333333334,17.85731343283582
560,LLM-jp-3-7B,flan_reasoning,1.17,0.52,10.01,0.0,14.62,8.95,18.23,9.606187845303868,false,5,20000.0,constant,1.5,1.6,2.3,1.1,1.8,1.2,1.3,1.4,1.3,0.13,0.0,2.88,10.0,16.62,20.11,13.7,5.83,24.56964912280701,0.02,,5.292280701754385,1.0355223880597015
561,OLMo-7B-hf,flan_reasoning,18.29,0.34,3.56,0.0,12.31,7.95,2.14,9.893508771929824,false,7,1000.0,constant,1.39,1.3,1.9,1.3,1.0,1.1,1.3,1.5,1.7,0.25,0.0,1.97,4.02,3.82,9.97,20.46,9.7,21.700877192982457,0.02,,5.166140350877193,0.4904477611940298
562,LLM-jp-3-7B,flan_reasoning,3.89,0.4,10.46,0.0,16.27,8.95,32.14,10.303093922651934,false,3,20000.0,constant,1.2,1.1,1.5,1.0,1.0,1.1,1.3,1.2,1.4,0.0,0.0,4.32,9.89,18.09,21.47,10.95,6.64,25.337192982456138,0.02,,5.792982456140352,1.2071641791044778
